month,business_unit,line_item,actual,budget,variance_eur,variance_pct,direction,suspected_data_error,materiality,evidence_notes,analyst_comment
2026-05,Brand Events,Opex - Facilities,8302.5,8280.0,22.5,0.002717,U,False,,,
2026-06,Brand Events,Opex - Facilities,8206.9,8290.0,-83.1,-0.010024,F,False,,,
2024-01,Brand Events,Opex - IT,2687.48,3000.0,-312.52,-0.104173,F,False,,,
2024-02,Brand Events,Opex - IT,3020.87,3005.0,15.87,0.005281,U,False,,,
2024-03,Brand Events,Opex - IT,2997.98,3010.0,-12.02,-0.003993,F,False,,,
2024-04,Brand Events,Opex - IT,3143.39,3015.0,128.39,0.042584,U,False,,,
2024-05,Brand Events,Opex - IT,2823.39,3020.0,-196.61,-0.065103,F,False,,,
2024-06,Brand Events,Opex - IT,3204.87,3025.0,179.87,0.059461,U,False,,,
2024-07,Brand Events,Opex - IT,3084.2,3030.0,54.2,0.017888,U,False,,,
2024-08,Brand Events,Opex - IT,2920.79,3035.0,-114.21,-0.037631,F,False,,,
2024-09,Brand Events,Opex - IT,2958.56,3040.0,-81.44,-0.026789,F,False,,,
2024-10,Brand Events,Opex - IT,3254.0,3045.0,209.0,0.068637,U,False,,,
2024-11,Brand Events,Opex - IT,3218.48,3050.0,168.48,0.055239,U,False,,,
2024-12,Brand Events,Opex - IT,2966.27,3055.0,-88.73,-0.029044,F,False,,,
2025-01,Brand Events,Opex - IT,3169.31,3060.0,109.31,0.035722,U,False,,,
2025-02,Brand Events,Opex - IT,2740.67,3065.0,-324.33,-0.105817,F,False,,,
2025-03,Brand Events,Opex - IT,3251.13,3070.0,181.13,0.059,U,False,,,
2025-04,Brand Events,Opex - IT,3181.87,3075.0,106.87,0.034754,U,False,,,
2025-05,Brand Events,Opex - IT,3085.38,3080.0,5.38,0.001747,U,False,,,
2025-06,Brand Events,Opex - IT,3291.11,3085.0,206.11,0.06681,U,False,,,
2025-07,Brand Events,Opex - IT,2749.68,3090.0,-340.32,-0.110136,F,False,,,
2025-08,Brand Events,Opex - IT,3589.39,3095.0,494.39,0.159738,U,False,,,
2025-09,Brand Events,Opex - IT,2996.99,3100.0,-103.01,-0.033229,F,False,,,
2025-10,Brand Events,Opex - IT,2689.01,3105.0,-415.99,-0.133974,F,False,,,
2025-11,Brand Events,Opex - IT,2815.19,3110.0,-294.81,-0.094794,F,False,,,
2025-12,Brand Events,Opex - IT,3347.15,3115.0,232.15,0.074526,U,False,,,
2026-01,Brand Events,Opex - IT,2814.09,3120.0,-305.91,-0.098048,F,False,,,
2026-02,Brand Events,Opex - IT,3451.5,3125.0,326.5,0.10448,U,False,,,
2026-03,Brand Events,Opex - IT,2823.39,3130.0,-306.61,-0.097958,F,False,,,
2026-04,Brand Events,Opex - IT,2857.35,3135.0,-277.65,-0.088565,F,False,,,
2026-05,Brand Events,Opex - IT,3493.56,3140.0,353.56,0.112599,U,False,,,
2026-06,Brand Events,Opex - IT,2924.06,3145.0,-220.94,-0.070251,F,False,,,
2024-01,Brand Events,Opex - Marketing,1464.91,1820.0,-355.09,-0.195104,F,False,,,
2024-02,Brand Events,Opex - Marketing,2026.22,1880.0,146.22,0.077777,U,False,,,
2024-03,Brand Events,Opex - Marketing,2110.42,1940.0,170.42,0.087845,U,False,,,
2024-04,Brand Events,Opex - Marketing,2075.14,2090.0,-14.86,-0.00711,F,False,,,
2024-05,Brand Events,Opex - Marketing,2039.87,2150.0,-110.13,-0.051223,F,False,,,
2024-06,Brand Events,Opex - Marketing,2257.93,2120.0,137.93,0.065061,U,False,,,
2024-07,Brand Events,Opex - Marketing,2076.44,1910.0,166.44,0.087141,U,False,,,
2024-08,Brand Events,Opex - Marketing,1703.74,1760.0,-56.26,-0.031966,F,False,,,
2024-09,Brand Events,Opex - Marketing,1638.47,1970.0,-331.53,-0.168289,F,False,,,
2024-10,Brand Events,Opex - Marketing,2021.98,2120.0,-98.02,-0.046236,F,False,,,
2024-11,Brand Events,Opex - Marketing,2211.05,2180.0,31.05,0.014243,U,False,,,
2024-12,Brand Events,Opex - Marketing,1923.64,2060.0,-136.36,-0.066194,F,False,,,
2025-01,Brand Events,Opex - Marketing,1907.5,1820.0,87.5,0.048077,U,False,,,
2025-02,Brand Events,Opex - Marketing,1607.94,1880.0,-272.06,-0.144713,F,False,,,
2025-03,Brand Events,Opex - Marketing,1870.88,1940.0,-69.12,-0.035629,F,False,,,
2025-04,Brand Events,Opex - Marketing,1728.99,2090.0,-361.01,-0.172732,F,False,,,
2025-05,Brand Events,Opex - Marketing,2200.03,2150.0,50.03,0.02327,U,False,,,
2025-06,Brand Events,Opex - Marketing,2408.15,2120.0,288.15,0.13592,U,False,,,
2025-07,Brand Events,Opex - Marketing,1835.55,1910.0,-74.45,-0.038979,F,False,,,
2025-08,Brand Events,Opex - Marketing,1907.51,1760.0,147.51,0.083812,U,False,,,
2025-09,Brand Events,Opex - Marketing,1809.85,1970.0,-160.15,-0.081294,F,False,,,
2025-10,Brand Events,Opex - Marketing,1900.44,2120.0,-219.56,-0.103566,F,False,,,
2025-11,Brand Events,Opex - Marketing,2071.15,2180.0,-108.85,-0.049931,F,False,,,
2025-12,Brand Events,Opex - Marketing,1874.0,2060.0,-186.0,-0.090291,F,False,,,
2026-01,Brand Events,Opex - Marketing,1737.19,1820.0,-82.81,-0.0455,F,False,,,
2026-02,Brand Events,Opex - Marketing,1933.74,1880.0,53.74,0.028585,U,False,,,
2026-03,Brand Events,Opex - Marketing,1975.55,1940.0,35.55,0.018325,U,False,,,
2026-04,Brand Events,Opex - Marketing,2395.44,2090.0,305.44,0.146144,U,False,,,
2026-05,Brand Events,Opex - Marketing,2222.58,2150.0,72.58,0.033758,U,False,,,
2026-06,Brand Events,Opex - Marketing,1861.61,2120.0,-258.39,-0.121882,F,False,,,
2024-01,Brand Events,Opex - Travel,9955.91,9100.0,855.91,0.094056,U,False,,,
2024-02,Brand Events,Opex - Travel,10226.63,9400.0,826.63,0.087939,U,False,,,
2024-03,Brand Events,Opex - Travel,8769.88,9700.0,-930.12,-0.095889,F,False,,,
2024-04,Brand Events,Opex - Travel,10002.4,10450.0,-447.6,-0.042833,F,False,,,
2024-05,Brand Events,Opex - Travel,10313.1,10750.0,-436.9,-0.040642,F,False,,,
2024-06,Brand Events,Opex - Travel,9726.05,10600.0,-873.95,-0.082448,F,False,,,
2024-07,Brand Events,Opex - Travel,9758.85,9550.0,208.85,0.021869,U,False,,,
2024-08,Brand Events,Opex - Travel,7517.7,8800.0,-1282.3,-0.145716,F,False,,,
2024-09,Brand Events,Opex - Travel,10803.75,9850.0,953.75,0.096827,U,False,,,
2024-10,Brand Events,Opex - Travel,10230.35,10600.0,-369.65,-0.034873,F,False,,,
2024-11,Brand Events,Opex - Travel,11441.91,10900.0,541.91,0.049717,U,False,,,
2024-12,Brand Events,Opex - Travel,10770.48,10300.0,470.48,0.045678,U,False,,,
2025-01,Brand Events,Opex - Travel,9111.37,9100.0,11.37,0.001249,U,False,,,
2025-02,Brand Events,Opex - Travel,10035.81,9400.0,635.81,0.067639,U,False,,,
2025-03,Brand Events,Opex - Travel,10960.25,9700.0,1260.25,0.129923,U,False,,,
2025-04,Brand Events,Opex - Travel,11328.12,10450.0,878.12,0.084031,U,False,,,
2025-05,Brand Events,Opex - Travel,10180.8,10750.0,-569.2,-0.052949,F,False,,,
2025-06,Brand Events,Opex - Travel,10833.2,10600.0,233.2,0.022,U,False,,,
2025-07,Brand Events,Opex - Travel,8665.12,9550.0,-884.88,-0.092658,F,False,,,
2025-08,Brand Events,Opex - Travel,9075.89,8800.0,275.89,0.031351,U,False,,,
2025-09,Brand Events,Opex - Travel,10113.7,9850.0,263.7,0.026772,U,False,,,
2025-10,Brand Events,Opex - Travel,10431.85,10600.0,-168.15,-0.015863,F,False,,,
2025-11,Brand Events,Opex - Travel,11971.19,10900.0,1071.19,0.098274,U,False,,,
2025-12,Brand Events,Opex - Travel,11163.64,10300.0,863.64,0.083849,U,False,,,
2026-01,Brand Events,Opex - Travel,9505.93,9100.0,405.93,0.044608,U,False,,,
2026-02,Brand Events,Opex - Travel,9288.48,9400.0,-111.52,-0.011864,F,False,,,
2026-03,Brand Events,Opex - Travel,11189.68,9700.0,1489.68,0.153575,U,False,,,
2026-04,Brand Events,Opex - Travel,10049.57,10450.0,-400.43,-0.038319,F,False,,,
2026-05,Brand Events,Opex - Travel,10574.3,10750.0,-175.7,-0.016344,F,False,,,
2026-06,Brand Events,Opex - Travel,9706.18,10600.0,-893.82,-0.084323,F,False,,,
2024-01,Brand Events,Payroll,269823.23,265833.33,3989.9,0.015009,U,False,,,
2024-02,Brand Events,Payroll,261942.41,266488.95,-4546.54,-0.017061,F,False,,,
2024-03,Brand Events,Payroll,269116.39,267146.18,1970.21,0.007375,U,False,,,
2024-04,Brand Events,Payroll,266977.36,267805.04,-827.68,-0.003091,F,False,,,
2024-05,Brand Events,Payroll,279964.69,268465.52,11499.17,0.042833,U,False,,,
2024-06,Brand Events,Payroll,264605.44,269127.63,-4522.19,-0.016803,F,False,,,
2024-07,Brand Events,Payroll,270420.98,269791.37,629.61,0.002334,U,False,,,
2024-08,Brand Events,Payroll,273871.47,270456.75,3414.72,0.012626,U,False,,,
2024-09,Brand Events,Payroll,266428.82,271123.77,-4694.95,-0.017317,F,False,,,
2024-10,Brand Events,Payroll,276104.94,271792.43,4312.51,0.015867,U,False,,,
2024-11,Brand Events,Payroll,267452.41,272462.74,-5010.33,-0.018389,F,False,,,
2024-12,Brand Events,Payroll,271444.84,273134.71,-1689.87,-0.006187,F,False,,,
2025-01,Brand Events,Payroll,271237.81,273808.33,-2570.52,-0.009388,F,False,,,
2025-02,Brand Events,Payroll,274045.99,274483.62,-437.63,-0.001594,F,False,,,
2025-03,Brand Events,Payroll,273079.46,275160.57,-2081.11,-0.007563,F,False,,,
2025-04,Brand Events,Payroll,273968.82,275839.19,-1870.37,-0.006781,F,False,,,
2025-05,Brand Events,Payroll,276918.39,276519.0,399.39,0.001444,U,False,,,
2025-06,Brand Events,Payroll,278195.36,277201.45,993.91,0.003586,U,False,,,
2025-07,Brand Events,Payroll,274329.56,277885.11,-3555.55,-0.012795,F,False,,,
2025-08,Brand Events,Payroll,272912.24,278570.45,-5658.21,-0.020312,F,False,,,
2025-09,Brand Events,Payroll,267349.68,279257.48,-11907.8,-0.042641,F,False,,,
2025-10,Brand Events,Payroll,280825.51,279946.2,879.31,0.003141,U,False,,,
2025-11,Brand Events,Payroll,281367.82,280636.63,731.19,0.002605,U,False,,,
2025-12,Brand Events,Payroll,276707.16,281328.75,-4621.59,-0.016428,F,False,,,
2026-01,Brand Events,Payroll,278329.28,282022.58,-3693.3,-0.013096,F,False,,,
2026-02,Brand Events,Payroll,283622.78,282718.13,904.65,0.0032,U,False,,,
2026-03,Brand Events,Payroll,285845.71,283415.39,2430.32,0.008575,U,False,,,
2026-04,Brand Events,Payroll,283094.29,284114.37,-1020.08,-0.00359,F,False,,,
2026-05,Brand Events,Payroll,284785.89,284815.0,-29.11,-0.000102,F,False,,,
2026-06,Brand Events,Payroll,285239.3,285517.5,-278.2,-0.000974,F,False,,,
2024-01,Brand Events,Revenue,2664994.12,2625000.0,39994.12,0.015236,F,False,,,
2024-02,Brand Events,Revenue,2962229.54,3009821.22,-47591.68,-0.015812,U,False,,,
2024-03,Brand Events,Revenue,3476543.51,3397133.91,79409.6,0.023375,F,False,,,
2024-04,Brand Events,Revenue,4206720.65,4354992.82,-148272.17,-0.034046,U,False,,,
2024-05,Brand Events,Revenue,4847191.88,4749184.71,98007.17,0.020637,F,False,,,
2024-06,Brand Events,Revenue,4832347.04,4574143.01,258204.03,0.056449,F,False,,,
2024-07,Brand Events,Revenue,3142458.82,3250624.94,-108166.12,-0.033275,U,False,,,
2024-08,Brand Events,Revenue,2309849.16,2302070.57,7778.59,0.003379,F,False,,,
2024-09,Brand Events,Revenue,3606569.59,3656877.67,-50308.08,-0.013757,U,False,,,
2024-10,Brand Events,Revenue,4770173.57,4634336.0,135837.57,0.029311,F,False,,,
2024-11,Brand Events,Revenue,4715687.11,5036966.58,-321279.47,-0.063784,U,False,,,
2024-12,Brand Events,Revenue,4309897.28,4276001.48,33895.8,0.007927,F,False,,,
2025-01,Brand Events,Revenue,2566767.89,2730000.0,-163232.11,-0.059792,U,False,,,
2025-02,Brand Events,Revenue,3114800.04,3130214.07,-15414.03,-0.004924,U,False,,,
2025-03,Brand Events,Revenue,3603639.77,3533019.27,70620.5,0.019989,F,False,,,
2025-04,Brand Events,Revenue,4482669.22,4529192.53,-46523.31,-0.010272,U,False,,,
2025-05,Brand Events,Revenue,4792422.24,4939152.09,-146729.85,-0.029707,U,False,,,
2025-06,Brand Events,Revenue,4700176.69,4757108.73,-56932.04,-0.011968,U,False,,,
2025-07,Brand Events,Revenue,3627995.68,3380649.94,247345.74,0.073165,F,False,single,,"A client brought part of its September roadshow forward into July. Timing between months rather than new business; the September shortfall stayed within tolerance. (FP&A Analyst, 2025-08-11)"
2025-08,Brand Events,Revenue,2367551.63,2394153.39,-26601.76,-0.011111,U,False,,,
2025-09,Brand Events,Revenue,3881955.9,3803152.78,78803.12,0.02072,F,False,,,
2025-10,Brand Events,Revenue,4785780.89,4819709.0,-33928.11,-0.007039,U,False,,,
2025-11,Brand Events,Revenue,52243583.97,5238445.24,47005138.73,8.973109,F,True,,,
2025-12,Brand Events,Revenue,4285786.02,4447041.54,-161255.52,-0.036261,U,False,,,
2026-01,Brand Events,Revenue,2816963.68,2839200.0,-22236.32,-0.007832,U,False,,,
2026-02,Brand Events,Revenue,3283514.96,3255422.63,28092.33,0.008629,F,False,,,
2026-03,Brand Events,Revenue,3598845.72,3674340.04,-75494.32,-0.020546,U,False,,,
2026-04,Brand Events,Revenue,5099183.49,4710360.23,388823.26,0.082546,F,False,single,,"Unbudgeted revenue from the same late-won April project; see the matching COGS variance. Recognized on delivery. (FP&A Analyst, 2026-05-12)"
2026-05,Brand Events,Revenue,5301947.6,5136718.18,165229.42,0.032166,F,False,,,
2026-06,Brand Events,Revenue,5106683.99,4947393.08,159290.91,0.032197,F,False,,,
2024-01,Corporate Events,COGS,404376.47,408333.33,-3956.86,-0.00969,F,False,,,
2024-02,Corporate Events,COGS,496415.49,468194.41,28221.08,0.060276,U,False,,,
2024-03,Corporate Events,COGS,535680.04,528443.05,7236.99,0.013695,U,False,,,
2024-04,Corporate Events,COGS,665734.39,677443.33,-11708.94,-0.017284,F,False,,,
2024-05,Corporate Events,COGS,684704.39,738762.07,-54057.68,-0.073173,F,False,,,
2024-06,Corporate Events,COGS,636524.58,711533.36,-75008.78,-0.105419,F,False,single,,"The June campaign reused spring creative assets instead of commissioning a new shoot. (FP&A Analyst, 2024-07-09)"
2024-07,Corporate Events,COGS,527673.26,505652.77,22020.49,0.043549,U,False,,,
2024-08,Corporate Events,COGS,330305.3,358099.87,-27794.57,-0.077617,F,False,,,
2024-09,Corporate Events,COGS,581334.45,568847.64,12486.81,0.021951,U,False,,,
2024-10,Corporate Events,COGS,846461.93,720896.71,125565.22,0.174179,U,False,single,,"Production costs of the pulled-forward October activation; see the matching revenue variance. (FP&A Analyst, 2024-11-08)"
2024-11,Corporate Events,COGS,746348.49,783528.13,-37179.64,-0.047452,F,False,,,
2024-12,Corporate Events,COGS,659106.75,665155.79,-6049.04,-0.009094,F,False,,,
2025-01,Corporate Events,COGS,422600.4,424666.67,-2066.27,-0.004866,F,False,,,
2025-02,Corporate Events,COGS,465112.98,486922.19,-21809.21,-0.04479,F,False,,,
2025-03,Corporate Events,COGS,604782.82,549580.78,55202.04,0.100444,U,False,single,,"Print and media rates increased at the main supplier from March; a rate-card renegotiation is underway. (FP&A Analyst, 2025-04-10)"
2025-04,Corporate Events,COGS,695941.3,704541.06,-8599.76,-0.012206,F,False,,,
2025-05,Corporate Events,COGS,837734.0,768312.55,69421.45,0.090356,U,False,,,
2025-06,Corporate Events,COGS,764391.33,739994.69,24396.64,0.032969,U,False,,,
2025-07,Corporate Events,COGS,514574.88,525878.88,-11304.0,-0.021495,F,False,,,
2025-08,Corporate Events,COGS,404705.85,372423.86,32281.99,0.086681,U,False,,,
2025-09,Corporate Events,COGS,622900.15,591601.54,31298.61,0.052905,U,False,,,
2025-10,Corporate Events,COGS,733625.74,749732.58,-16106.84,-0.021483,F,False,,,
2025-11,Corporate Events,COGS,857761.84,814869.26,42892.58,0.052637,U,False,,,
2025-12,Corporate Events,COGS,763011.49,691762.02,71249.47,0.102997,U,False,single,,
2026-01,Corporate Events,COGS,468345.19,441653.33,26691.86,0.060436,U,False,,,
2026-02,Corporate Events,COGS,494843.24,506399.08,-11555.84,-0.02282,F,False,,,
2026-03,Corporate Events,COGS,568336.48,571564.01,-3227.53,-0.005647,F,False,,,
2026-04,Corporate Events,COGS,701827.46,732722.7,-30895.24,-0.042165,F,False,,,
2026-05,Corporate Events,COGS,820706.08,799045.05,21661.03,0.027109,U,False,,,
2026-06,Corporate Events,COGS,789334.06,769594.48,19739.58,0.025649,U,False,,,
2024-01,Corporate Events,Opex - Facilities,4064.57,4000.0,64.57,0.016143,U,False,,,
2024-02,Corporate Events,Opex - Facilities,3874.71,4005.0,-130.29,-0.032532,F,False,,,
2024-03,Corporate Events,Opex - Facilities,3833.95,4010.0,-176.05,-0.043903,F,False,,,
2024-04,Corporate Events,Opex - Facilities,3995.41,4015.0,-19.59,-0.004879,F,False,,,
2024-05,Corporate Events,Opex - Facilities,4276.79,4020.0,256.79,0.063878,U,False,,,
2024-06,Corporate Events,Opex - Facilities,4066.24,4025.0,41.24,0.010246,U,False,,,
2024-07,Corporate Events,Opex - Facilities,4013.82,4030.0,-16.18,-0.004015,F,False,,,
2024-08,Corporate Events,Opex - Facilities,4157.59,4035.0,122.59,0.030382,U,False,,,
2024-09,Corporate Events,Opex - Facilities,4028.21,4040.0,-11.79,-0.002918,F,False,,,
2024-10,Corporate Events,Opex - Facilities,4076.88,4045.0,31.88,0.007881,U,False,,,
2024-11,Corporate Events,Opex - Facilities,4082.04,4050.0,32.04,0.007911,U,False,,,
2024-12,Corporate Events,Opex - Facilities,3742.77,4055.0,-312.23,-0.076999,F,False,,,
2025-01,Corporate Events,Opex - Facilities,4270.39,4060.0,210.39,0.05182,U,False,,,
2025-02,Corporate Events,Opex - Facilities,4223.54,4065.0,158.54,0.039001,U,False,,,
2025-03,Corporate Events,Opex - Facilities,4171.1,4070.0,101.1,0.02484,U,False,,,
2025-04,Corporate Events,Opex - Facilities,4051.69,4075.0,-23.31,-0.00572,F,False,,,
2025-05,Corporate Events,Opex - Facilities,3936.55,4080.0,-143.45,-0.035159,F,False,,,
2025-06,Corporate Events,Opex - Facilities,4017.69,4085.0,-67.31,-0.016477,F,False,,,
2025-07,Corporate Events,Opex - Facilities,4098.84,4090.0,8.84,0.002161,U,False,,,
2025-08,Corporate Events,Opex - Facilities,4276.32,4095.0,181.32,0.044278,U,False,,,
2025-09,Corporate Events,Opex - Facilities,4128.83,4100.0,28.83,0.007032,U,False,,,
2025-10,Corporate Events,Opex - Facilities,3974.64,4105.0,-130.36,-0.031756,F,False,,,
2025-11,Corporate Events,Opex - Facilities,4111.41,4110.0,1.41,0.000343,U,False,,,
2025-12,Corporate Events,Opex - Facilities,3867.67,4115.0,-247.33,-0.060104,F,False,,,
2026-01,Corporate Events,Opex - Facilities,3922.08,4120.0,-197.92,-0.048039,F,False,,,
2026-02,Corporate Events,Opex - Facilities,4131.73,4125.0,6.73,0.001632,U,False,,,
2026-03,Corporate Events,Opex - Facilities,4195.68,4130.0,65.68,0.015903,U,False,,,
2026-04,Corporate Events,Opex - Facilities,4102.02,4135.0,-32.98,-0.007976,F,False,,,
2026-05,Corporate Events,Opex - Facilities,4055.76,4140.0,-84.24,-0.020348,F,False,,,
2026-06,Corporate Events,Opex - Facilities,4313.32,4145.0,168.32,0.040608,U,False,,,
2024-01,Corporate Events,Opex - IT,2700.55,2500.0,200.55,0.08022,U,False,,,
2024-02,Corporate Events,Opex - IT,2539.54,2504.17,35.37,0.014124,U,False,,,
2024-03,Corporate Events,Opex - IT,2450.67,2508.33,-57.66,-0.022987,F,False,,,
2024-04,Corporate Events,Opex - IT,2080.89,2512.5,-431.61,-0.171785,F,False,,,
2024-05,Corporate Events,Opex - IT,2221.3,2516.67,-295.37,-0.117365,F,False,,,
2024-06,Corporate Events,Opex - IT,2446.57,2520.83,-74.26,-0.029459,F,False,,,
2024-07,Corporate Events,Opex - IT,2449.02,2525.0,-75.98,-0.030091,F,False,,,
2024-08,Corporate Events,Opex - IT,2624.57,2529.17,95.4,0.03772,U,False,,,
2024-09,Corporate Events,Opex - IT,2597.48,2533.33,64.15,0.025322,U,False,,,
2024-10,Corporate Events,Opex - IT,2779.3,2537.5,241.8,0.095291,U,False,,,
2024-11,Corporate Events,Opex - IT,2445.79,2541.67,-95.88,-0.037723,F,False,,,
2024-12,Corporate Events,Opex - IT,2845.53,2545.83,299.7,0.117722,U,False,,,
2025-01,Corporate Events,Opex - IT,2616.91,2550.0,66.91,0.026239,U,False,,,
2025-02,Corporate Events,Opex - IT,2485.83,2554.17,-68.34,-0.026756,F,False,,,
2025-03,Corporate Events,Opex - IT,2648.18,2558.33,89.85,0.035121,U,False,,,
2025-04,Corporate Events,Opex - IT,2722.88,2562.5,160.38,0.062587,U,False,,,
2025-05,Corporate Events,Opex - IT,2552.92,2566.67,-13.75,-0.005357,F,False,,,
2025-06,Corporate Events,Opex - IT,2577.58,2570.83,6.75,0.002626,U,False,,,
2025-07,Corporate Events,Opex - IT,2637.7,2575.0,62.7,0.02435,U,False,,,
2025-08,Corporate Events,Opex - IT,2252.83,2579.17,-326.34,-0.126529,F,False,,,
2025-09,Corporate Events,Opex - IT,2631.46,2583.33,48.13,0.018631,U,False,,,
2025-10,Corporate Events,Opex - IT,2794.46,2587.5,206.96,0.079985,U,False,,,
2025-11,Corporate Events,Opex - IT,2766.74,2591.67,175.07,0.067551,U,False,,,
